frame.number	frame.time	frame.time_relative	ip.proto	ip.src	udp.srcport	tcp.srcport	ip.dst	udp.dstport	tcp.dstport	frame.len
232	Apr 25, 2006 05:58:54.704465000 CDT	0.080100000	17	192.168.62.121	32915		227.111.1.1	12345		1358
233	Apr 25, 2006 05:58:54.704614000 CDT	0.080249000	17	192.168.62.121	32921		227.111.1.5	12345		1358
234	Apr 25, 2006 05:58:54.704817000 CDT	0.080452000	17	192.168.62.121	32923		227.111.1.6	12345		1358
235	Apr 25, 2006 05:58:54.705042000 CDT	0.080677000	17	192.168.62.121	32920		227.111.1.4	12345		1358
236	Apr 25, 2006 05:58:54.705272000 CDT	0.080907000	17	192.168.62.121	32917		227.111.1.3	12345		1358
237	Apr 25, 2006 05:58:54.705471000 CDT	0.081106000	17	192.168.62.121	32915		227.111.1.1	12345		1358
238	Apr 25, 2006 05:58:54.705694000 CDT	0.081329000	17	192.168.62.121	32921		227.111.1.5	12345		1358
239	Apr 25, 2006 05:58:54.705916000 CDT	0.081551000	17	192.168.62.121	32923		227.111.1.6	12345		1358
240	Apr 25, 2006 05:58:54.706140000 CDT	0.081775000	17	192.168.62.121	32920		227.111.1.4	12345		1358
241	Apr 25, 2006 05:58:54.706352000 CDT	0.081987000	17	192.168.62.121	32917		227.111.1.3	12345		1358
242	Apr 25, 2006 05:58:54.706564000 CDT	0.082199000	17	192.168.62.121	32915		227.111.1.1	12345		1358
243	Apr 25, 2006 05:58:54.706784000 CDT	0.082419000	17	192.168.62.121	32921		227.111.1.5	12345		1358
244	Apr 25, 2006 05:58:54.707008000 CDT	0.082643000	17	192.168.62.121	32923		227.111.1.6	12345		1358
245	Apr 25, 2006 05:58:54.707229000 CDT	0.082864000	17	192.168.62.121	32916		227.111.1.2	12345		1358
246	Apr 25, 2006 05:58:54.707453000 CDT	0.083088000	17	192.168.62.121	32920		227.111.1.4	12345		1358
247	Apr 25, 2006 05:58:54.707665000 CDT	0.083300000	17	192.168.62.121	32917		227.111.1.3	12345		1358
248	Apr 25, 2006 05:58:54.707812000 CDT	0.083447000	17	192.168.62.121	32921		227.111.1.5	12345		1358
249	Apr 25, 2006 05:58:54.708032000 CDT	0.083667000	17	192.168.62.121	32923		227.111.1.6	12345		1358
250	Apr 25, 2006 05:58:54.708252000 CDT	0.083887000	17	192.168.62.121	32915		227.111.1.1	12345		1358
251	Apr 25, 2006 05:58:54.708472000 CDT	0.084107000	17	192.168.62.121	32920		227.111.1.4	12345		1358
252	Apr 25, 2006 05:58:54.708692000 CDT	0.084327000	17	192.168.62.121	32917		227.111.1.3	12345		1358
253	Apr 25, 2006 05:58:54.714285000 CDT	0.089920000	17	192.168.62.121	32917		227.111.1.3	12345		1358
254	Apr 25, 2006 05:58:54.714454000 CDT	0.090089000	17	192.168.62.121	32921		227.111.1.5	12345		1358
255	Apr 25, 2006 05:58:54.714618000 CDT	0.090253000	17	192.168.62.121	32923		227.111.1.6	12345		1358
256	Apr 25, 2006 05:58:54.714812000 CDT	0.090447000	17	192.168.62.121	32915		227.111.1.1	12345		1358
257	Apr 25, 2006 05:58:54.715013000 CDT	0.090648000	17	192.168.62.121	32920		227.111.1.4	12345		1358
258	Apr 25, 2006 05:58:54.715021000 CDT	0.090656000	6	10.100.100.100		2834	192.168.62.121		5901	60
259	Apr 25, 2006 05:58:54.715026000 CDT	0.090661000	6	192.168.62.121		5901	10.100.100.100		2834	60
260	Apr 25, 2006 05:58:54.715252000 CDT	0.090887000	17	192.168.62.121	32917		227.111.1.3	12345		1358
261	Apr 25, 2006 05:58:54.715439000 CDT	0.091074000	17	192.168.62.121	32921		227.111.1.5	12345		1358
262	Apr 25, 2006 05:58:54.715634000 CDT	0.091269000	17	192.168.62.121	32923		227.111.1.6	12345		1358
263	Apr 25, 2006 05:58:54.715847000 CDT	0.091482000	17	192.168.62.121	32916		227.111.1.2	12345		1358
264	Apr 25, 2006 05:58:54.716072000 CDT	0.091707000	17	192.168.62.121	32915		227.111.1.1	12345		1358
265	Apr 25, 2006 05:58:54.716267000 CDT	0.091902000	17	192.168.62.121	32920		227.111.1.4	12345		1358
266	Apr 25, 2006 05:58:54.716475000 CDT	0.092110000	17	192.168.62.121	32917		227.111.1.3	12345		1358
267	Apr 25, 2006 05:58:54.716641000 CDT	0.092276000	17	192.168.62.121	32921		227.111.1.5	12345		1358
268	Apr 25, 2006 05:58:54.716770000 CDT	0.092405000	17	192.168.62.121	32923		227.111.1.6	12345		1358
269	Apr 25, 2006 05:58:54.716929000 CDT	0.092564000	17	192.168.62.121	32920		227.111.1.4	12345		1358
270	Apr 25, 2006 05:58:54.717100000 CDT	0.092735000	17	192.168.62.121	32915		227.111.1.1	12345		1358
271	Apr 25, 2006 05:58:54.717270000 CDT	0.092905000	17	192.168.62.121	32917		227.111.1.3	12345		1358
272	Apr 25, 2006 05:58:54.717478000 CDT	0.093113000	17	192.168.62.121	32921		227.111.1.5	12345		1358
273	Apr 25, 2006 05:58:54.717672000 CDT	0.093307000	17	192.168.62.121	32923		227.111.1.6	12345		1358
274	Apr 25, 2006 05:58:54.717848000 CDT	0.093483000	17	192.168.62.121	32920		227.111.1.4	12345		1358
275	Apr 25, 2006 05:58:54.718032000 CDT	0.093667000	17	192.168.62.121	32916		227.111.1.2	12345		1358
276	Apr 25, 2006 05:58:54.718187000 CDT	0.093822000	17	192.168.62.121	32915		227.111.1.1	12345		1358
277	Apr 25, 2006 05:58:54.718378000 CDT	0.094013000	17	192.168.62.121	32917		227.111.1.3	12345		1358
278	Apr 25, 2006 05:58:54.718541000 CDT	0.094176000	17	192.168.62.121	32921		227.111.1.5	12345		1358
279	Apr 25, 2006 05:58:54.718748000 CDT	0.094383000	17	192.168.62.121	32921		227.111.1.5	12345		1358
280	Apr 25, 2006 05:58:54.718968000 CDT	0.094603000	17	192.168.62.121	32923		227.111.1.6	12345		1358
281	Apr 25, 2006 05:58:54.719196000 CDT	0.094831000	17	192.168.62.121	32920		227.111.1.4	12345		1358
282	Apr 25, 2006 05:58:54.719203000 CDT	0.094838000	6	10.100.100.100		2834	192.168.62.121		5901	60
283	Apr 25, 2006 05:58:54.719208000 CDT	0.094843000	6	192.168.62.121		5901	10.100.100.100		2834	60
284	Apr 25, 2006 05:58:54.719484000 CDT	0.095119000	17	192.168.62.121	32915		227.111.1.1	12345		1358
285	Apr 25, 2006 05:58:54.719703000 CDT	0.095338000	17	192.168.62.121	32917		227.111.1.3	12345		1358
286	Apr 25, 2006 05:58:54.719928000 CDT	0.095563000	17	192.168.62.121	32921		227.111.1.5	12345		1358
287	Apr 25, 2006 05:58:54.720162000 CDT	0.095797000	17	192.168.62.121	32923		227.111.1.6	12345		1358
288	Apr 25, 2006 05:58:54.720375000 CDT	0.096010000	17	192.168.62.121	32920		227.111.1.4	12345		1358
289	Apr 25, 2006 05:58:54.720595000 CDT	0.096230000	17	192.168.62.121	32917		227.111.1.3	12345		1358
290	Apr 25, 2006 05:58:54.734250000 CDT	0.109885000	17	192.168.62.121	32915		227.111.1.1	12345		1358
291	Apr 25, 2006 05:58:54.734418000 CDT	0.110053000	17	192.168.62.121	32923		227.111.1.6	12345		1358
292	Apr 25, 2006 05:58:54.734553000 CDT	0.110188000	17	192.168.62.121	32920		227.111.1.4	12345		1358
293	Apr 25, 2006 05:58:54.734737000 CDT	0.110372000	17	192.168.62.121	32916		227.111.1.2	12345		1358
294	Apr 25, 2006 05:58:54.734934000 CDT	0.110569000	17	192.168.62.121	32921		227.111.1.5	12345		1358
295	Apr 25, 2006 05:58:54.735118000 CDT	0.110753000	17	192.168.62.121	32917		227.111.1.3	12345		1358
296	Apr 25, 2006 05:58:54.735303000 CDT	0.110938000	17	192.168.62.121	32917		227.111.1.3	12345		1358
297	Apr 25, 2006 05:58:54.735482000 CDT	0.111117000	17	192.168.62.121	32915		227.111.1.1	12345		1358
298	Apr 25, 2006 05:58:54.735703000 CDT	0.111338000	17	192.168.62.121	32923		227.111.1.6	12345		1358
299	Apr 25, 2006 05:58:54.735923000 CDT	0.111558000	17	192.168.62.121	32920		227.111.1.4	12345		1358
300	Apr 25, 2006 05:58:54.736142000 CDT	0.111777000	17	192.168.62.121	32921		227.111.1.5	12345		1358
301	Apr 25, 2006 05:58:54.736363000 CDT	0.111998000	17	192.168.62.121	32917		227.111.1.3	12345		1358
302	Apr 25, 2006 05:58:54.736583000 CDT	0.112218000	17	192.168.62.121	32915		227.111.1.1	12345		1358
303	Apr 25, 2006 05:58:54.736803000 CDT	0.112438000	17	192.168.62.121	32923		227.111.1.6	12345		1358
304	Apr 25, 2006 05:58:54.737017000 CDT	0.112652000	17	192.168.62.121	32920		227.111.1.4	12345		1358
305	Apr 25, 2006 05:58:54.737142000 CDT	0.112777000	17	192.168.62.121	32921		227.111.1.5	12345		1358
306	Apr 25, 2006 05:58:54.737323000 CDT	0.112958000	17	192.168.62.121	32921		227.111.1.5	12345		1358
307	Apr 25, 2006 05:58:54.737548000 CDT	0.113183000	17	192.168.62.121	32916		227.111.1.2	12345		1358
308	Apr 25, 2006 05:58:54.737769000 CDT	0.113404000	17	192.168.62.121	32917		227.111.1.3	12345		1358
309	Apr 25, 2006 05:58:54.737984000 CDT	0.113619000	17	192.168.62.121	32923		227.111.1.6	12345		1358
310	Apr 25, 2006 05:58:54.738204000 CDT	0.113839000	17	192.168.62.121	32920		227.111.1.4	12345		1358
311	Apr 25, 2006 05:58:54.738422000 CDT	0.114057000	17	192.168.62.121	32915		227.111.1.1	12345		1358
312	Apr 25, 2006 05:58:54.738631000 CDT	0.114266000	17	192.168.62.121	32921		227.111.1.5	12345		1358
313	Apr 25, 2006 05:58:54.738850000 CDT	0.114485000	17	192.168.62.121	32917		227.111.1.3	12345		1358
314	Apr 25, 2006 05:58:54.739071000 CDT	0.114706000	17	192.168.62.121	32923		227.111.1.6	12345		1358
315	Apr 25, 2006 05:58:54.739298000 CDT	0.114933000	17	192.168.62.121	32920		227.111.1.4	12345		1358
316	Apr 25, 2006 05:58:54.739305000 CDT	0.114940000	6	10.100.100.100		2834	192.168.62.121		5901	60
317	Apr 25, 2006 05:58:54.739310000 CDT	0.114945000	6	192.168.62.121		5901	10.100.100.100		2834	60
318	Apr 25, 2006 05:58:54.739574000 CDT	0.115209000	17	192.168.62.121	32915		227.111.1.1	12345		1358
319	Apr 25, 2006 05:58:54.739794000 CDT	0.115429000	17	192.168.62.121	32921		227.111.1.5	12345		1358
320	Apr 25, 2006 05:58:54.739946000 CDT	0.115581000	17	192.168.62.121	32917		227.111.1.3	12345		1358
321	Apr 25, 2006 05:58:54.740137000 CDT	0.115772000	17	192.168.62.121	32923		227.111.1.6	12345		1358
322	Apr 25, 2006 05:58:54.740354000 CDT	0.115989000	17	192.168.62.121	32920		227.111.1.4	12345		1358
323	Apr 25, 2006 05:58:54.740573000 CDT	0.116208000	17	192.168.62.121	32915		227.111.1.1	12345		1358
324	Apr 25, 2006 05:58:54.740789000 CDT	0.116424000	17	192.168.62.121	32916		227.111.1.2	12345		1358
325	Apr 25, 2006 05:58:54.741009000 CDT	0.116644000	17	192.168.62.121	32921		227.111.1.5	12345		1358
326	Apr 25, 2006 05:58:54.741228000 CDT	0.116863000	17	192.168.62.121	32917		227.111.1.3	12345		1358
327	Apr 25, 2006 05:58:54.741449000 CDT	0.117084000	17	192.168.62.121	32923		227.111.1.6	12345		1358
328	Apr 25, 2006 05:58:54.741674000 CDT	0.117309000	17	192.168.62.121	32920		227.111.1.4	12345		1358
329	Apr 25, 2006 05:58:54.741893000 CDT	0.117528000	17	192.168.62.121	32915		227.111.1.1	12345		1358
330	Apr 25, 2006 05:58:54.742113000 CDT	0.117748000	17	192.168.62.121	32921		227.111.1.5	12345		1358
331	Apr 25, 2006 05:58:54.742333000 CDT	0.117968000	17	192.168.62.121	32917		227.111.1.3	12345		1358
332	Apr 25, 2006 05:58:54.742532000 CDT	0.118167000	17	192.168.62.121	32923		227.111.1.6	12345		1358
333	Apr 25, 2006 05:58:54.742751000 CDT	0.118386000	17	192.168.62.121	32920		227.111.1.4	12345		1358
334	Apr 25, 2006 05:58:54.742966000 CDT	0.118601000	17	192.168.62.121	32915		227.111.1.1	12345		1358
335	Apr 25, 2006 05:58:54.743091000 CDT	0.118726000	17	192.168.62.121	32921		227.111.1.5	12345		1358
336	Apr 25, 2006 05:58:54.743276000 CDT	0.118911000	17	192.168.62.121	32917		227.111.1.3	12345		1358
337	Apr 25, 2006 05:58:54.743496000 CDT	0.119131000	17	192.168.62.121	32923		227.111.1.6	12345		1358
338	Apr 25, 2006 05:58:54.743716000 CDT	0.119351000	17	192.168.62.121	32920		227.111.1.4	12345		1358
339	Apr 25, 2006 05:58:54.743914000 CDT	0.119549000	17	192.168.62.121	32917		227.111.1.3	12345		1358
340	Apr 25, 2006 05:58:54.744085000 CDT	0.119720000	17	192.168.62.121	32916		227.111.1.2	12345		1358
341	Apr 25, 2006 05:58:54.744276000 CDT	0.119911000	17	192.168.62.121	32915		227.111.1.1	12345		1358
342	Apr 25, 2006 05:58:54.744478000 CDT	0.120113000	17	192.168.62.121	32921		227.111.1.5	12345		1358
343	Apr 25, 2006 05:58:54.744686000 CDT	0.120321000	17	192.168.62.121	32923		227.111.1.6	12345		1358
344	Apr 25, 2006 05:58:54.744892000 CDT	0.120527000	17	192.168.62.121	32920		227.111.1.4	12345		1358
345	Apr 25, 2006 05:58:54.744900000 CDT	0.120535000	6	10.100.100.100		2834	192.168.62.121		5901	60
346	Apr 25, 2006 05:58:54.745141000 CDT	0.120776000	17	192.168.62.121	32917		227.111.1.3	12345		1358
347	Apr 25, 2006 05:58:54.745337000 CDT	0.120972000	17	192.168.62.121	32921		227.111.1.5	12345		1358
348	Apr 25, 2006 05:58:54.745534000 CDT	0.121169000	17	192.168.62.121	32920		227.111.1.4	12345		1358
349	Apr 25, 2006 05:58:54.745541000 CDT	0.121176000	6	192.168.62.121		5901	10.100.100.100		2834	60
350	Apr 25, 2006 05:58:54.745687000 CDT	0.121322000	17	192.168.62.121	32915		227.111.1.1	12345		1358
351	Apr 25, 2006 05:58:54.745887000 CDT	0.121522000	17	192.168.62.121	32923		227.111.1.6	12345		1358
352	Apr 25, 2006 05:58:54.746071000 CDT	0.121706000	17	192.168.62.121	32917		227.111.1.3	12345		1358
353	Apr 25, 2006 05:58:54.746267000 CDT	0.121902000	17	192.168.62.121	32921		227.111.1.5	12345		1358
354	Apr 25, 2006 05:58:54.746461000 CDT	0.122096000	17	192.168.62.121	32920		227.111.1.4	12345		1358
355	Apr 25, 2006 05:58:54.746652000 CDT	0.122287000	17	192.168.62.121	32921		227.111.1.5	12345		1358
356	Apr 25, 2006 05:58:54.746858000 CDT	0.122493000	17	192.168.62.121	32916		227.111.1.2	12345		1358
357	Apr 25, 2006 05:58:54.747044000 CDT	0.122679000	17	192.168.62.121	32915		227.111.1.1	12345		1358
358	Apr 25, 2006 05:58:54.747231000 CDT	0.122866000	17	192.168.62.121	32923		227.111.1.6	12345		1358
359	Apr 25, 2006 05:58:54.747397000 CDT	0.123032000	17	192.168.62.121	32917		227.111.1.3	12345		1358
360	Apr 25, 2006 05:58:54.747567000 CDT	0.123202000	17	192.168.62.121	32920		227.111.1.4	12345		1358
361	Apr 25, 2006 05:58:54.754295000 CDT	0.129930000	17	192.168.62.121	32921		227.111.1.5	12345		1358
362	Apr 25, 2006 05:58:54.754467000 CDT	0.130102000	17	192.168.62.121	32915		227.111.1.1	12345		1358
363	Apr 25, 2006 05:58:54.754643000 CDT	0.130278000	17	192.168.62.121	32923		227.111.1.6	12345		1358
364	Apr 25, 2006 05:58:54.754824000 CDT	0.130459000	17	192.168.62.121	32917		227.111.1.3	12345		1358
365	Apr 25, 2006 05:58:54.755015000 CDT	0.130650000	17	192.168.62.121	32920		227.111.1.4	12345		1358
366	Apr 25, 2006 05:58:54.755162000 CDT	0.130797000	17	192.168.62.121	32921		227.111.1.5	12345		1358
367	Apr 25, 2006 05:58:54.755327000 CDT	0.130962000	17	192.168.62.121	32923		227.111.1.6	12345		1358
368	Apr 25, 2006 05:58:54.755494000 CDT	0.131129000	17	192.168.62.121	32917		227.111.1.3	12345		1358
369	Apr 25, 2006 05:58:54.755690000 CDT	0.131325000	17	192.168.62.121	32916		227.111.1.2	12345		1358
370	Apr 25, 2006 05:58:54.755884000 CDT	0.131519000	17	192.168.62.121	32915		227.111.1.1	12345		1358
371	Apr 25, 2006 05:58:54.756049000 CDT	0.131684000	17	192.168.62.121	32920		227.111.1.4	12345		1358
372	Apr 25, 2006 05:58:54.756233000 CDT	0.131868000	17	192.168.62.121	32921		227.111.1.5	12345		1358
373	Apr 25, 2006 05:58:54.756444000 CDT	0.132079000	17	192.168.62.121	32923		227.111.1.6	12345		1358
374	Apr 25, 2006 05:58:54.756646000 CDT	0.132281000	17	192.168.62.121	32917		227.111.1.3	12345		1358
375	Apr 25, 2006 05:58:54.756653000 CDT	0.132288000	6	10.100.100.100		2834	192.168.62.121		5901	60
376	Apr 25, 2006 05:58:54.756799000 CDT	0.132434000	17	192.168.62.121	32915		227.111.1.1	12345		1358
377	Apr 25, 2006 05:58:54.756949000 CDT	0.132584000	17	192.168.62.121	32920		227.111.1.4	12345		1358
378	Apr 25, 2006 05:58:54.756956000 CDT	0.132591000	6	192.168.62.121		5901	10.100.100.100		2834	60
379	Apr 25, 2006 05:58:54.757188000 CDT	0.132823000	17	192.168.62.121	32921		227.111.1.5	12345		1358
380	Apr 25, 2006 05:58:54.757403000 CDT	0.133038000	17	192.168.62.121	32923		227.111.1.6	12345		1358
381	Apr 25, 2006 05:58:54.757622000 CDT	0.133257000	17	192.168.62.121	32917		227.111.1.3	12345		1358
382	Apr 25, 2006 05:58:54.757843000 CDT	0.133478000	17	192.168.62.121	32915		227.111.1.1	12345		1358
383	Apr 25, 2006 05:58:54.758062000 CDT	0.133697000	17	192.168.62.121	32920		227.111.1.4	12345		1358
384	Apr 25, 2006 05:58:54.758282000 CDT	0.133917000	17	192.168.62.121	32921		227.111.1.5	12345		1358
385	Apr 25, 2006 05:58:54.758507000 CDT	0.134142000	17	192.168.62.121	32923		227.111.1.6	12345		1358
386	Apr 25, 2006 05:58:54.758725000 CDT	0.134360000	17	192.168.62.121	32917		227.111.1.3	12345		1358
387	Apr 25, 2006 05:58:54.758944000 CDT	0.134579000	17	192.168.62.121	32917		227.111.1.3	12345		1358
388	Apr 25, 2006 05:58:54.759164000 CDT	0.134799000	17	192.168.62.121	32916		227.111.1.2	12345		1358
389	Apr 25, 2006 05:58:54.759383000 CDT	0.135018000	17	192.168.62.121	32920		227.111.1.4	12345		1358
390	Apr 25, 2006 05:58:54.759608000 CDT	0.135243000	17	192.168.62.121	32915		227.111.1.1	12345		1358
391	Apr 25, 2006 05:58:54.759741000 CDT	0.135376000	17	192.168.62.121	32921		227.111.1.5	12345		1358
392	Apr 25, 2006 05:58:54.759940000 CDT	0.135575000	17	192.168.62.121	32923		227.111.1.6	12345		1358
393	Apr 25, 2006 05:58:54.760167000 CDT	0.135802000	17	192.168.62.121	32917		227.111.1.3	12345		1358
394	Apr 25, 2006 05:58:54.760378000 CDT	0.136013000	17	192.168.62.121	32920		227.111.1.4	12345		1358
395	Apr 25, 2006 05:58:54.760590000 CDT	0.136225000	17	192.168.62.121	32915		227.111.1.1	12345		1358
396	Apr 25, 2006 05:58:54.760809000 CDT	0.136444000	17	192.168.62.121	32921		227.111.1.5	12345		1358
397	Apr 25, 2006 05:58:54.761033000 CDT	0.136668000	17	192.168.62.121	32923		227.111.1.6	12345		1358
398	Apr 25, 2006 05:58:54.761041000 CDT	0.136676000	6	10.100.100.100		2834	192.168.62.121		5901	60
399	Apr 25, 2006 05:58:54.761045000 CDT	0.136680000	6	192.168.62.121		5901	10.100.100.100		2834	60
400	Apr 25, 2006 05:58:54.761265000 CDT	0.136900000	17	192.168.62.121	32917		227.111.1.3	12345		1358
401	Apr 25, 2006 05:58:54.761451000 CDT	0.137086000	17	192.168.62.121	32920		227.111.1.4	12345		1358
402	Apr 25, 2006 05:58:54.761650000 CDT	0.137285000	17	192.168.62.121	32916		227.111.1.2	12345		1358
403	Apr 25, 2006 05:58:54.761860000 CDT	0.137495000	17	192.168.62.121	32915		227.111.1.1	12345		1358
404	Apr 25, 2006 05:58:54.762059000 CDT	0.137694000	17	192.168.62.121	32921		227.111.1.5	12345		1358
405	Apr 25, 2006 05:58:54.762273000 CDT	0.137908000	17	192.168.62.121	32923		227.111.1.6	12345		1358
406	Apr 25, 2006 05:58:54.774284000 CDT	0.149919000	17	192.168.62.121	32917		227.111.1.3	12345		1358
407	Apr 25, 2006 05:58:54.774447000 CDT	0.150082000	17	192.168.62.121	32920		227.111.1.4	12345		1358
408	Apr 25, 2006 05:58:54.774655000 CDT	0.150290000	17	192.168.62.121	32921		227.111.1.5	12345		1358
409	Apr 25, 2006 05:58:54.774874000 CDT	0.150509000	17	192.168.62.121	32923		227.111.1.6	12345		1358
410	Apr 25, 2006 05:58:54.775095000 CDT	0.150730000	17	192.168.62.121	32915		227.111.1.1	12345		1358
411	Apr 25, 2006 05:58:54.775323000 CDT	0.150958000	17	192.168.62.121	32917		227.111.1.3	12345		1358
412	Apr 25, 2006 05:58:54.775534000 CDT	0.151169000	17	192.168.62.121	32920		227.111.1.4	12345		1358
413	Apr 25, 2006 05:58:54.775753000 CDT	0.151388000	17	192.168.62.121	32921		227.111.1.5	12345		1358
414	Apr 25, 2006 05:58:54.775973000 CDT	0.151608000	17	192.168.62.121	32923		227.111.1.6	12345		1358
415	Apr 25, 2006 05:58:54.776194000 CDT	0.151829000	17	192.168.62.121	32921		227.111.1.5	12345		1358
416	Apr 25, 2006 05:58:54.776414000 CDT	0.152049000	17	192.168.62.121	32915		227.111.1.1	12345		1358
417	Apr 25, 2006 05:58:54.776635000 CDT	0.152270000	17	192.168.62.121	32917		227.111.1.3	12345		1358
418	Apr 25, 2006 05:58:54.776854000 CDT	0.152489000	17	192.168.62.121	32920		227.111.1.4	12345		1358
419	Apr 25, 2006 05:58:54.777074000 CDT	0.152709000	17	192.168.62.121	32916		227.111.1.2	12345		1358
420	Apr 25, 2006 05:58:54.777290000 CDT	0.152925000	17	192.168.62.121	32921		227.111.1.5	12345		1358
421	Apr 25, 2006 05:58:54.777422000 CDT	0.153057000	17	192.168.62.121	32923		227.111.1.6	12345		1358
422	Apr 25, 2006 05:58:54.777609000 CDT	0.153244000	17	192.168.62.121	32915		227.111.1.1	12345		1358
423	Apr 25, 2006 05:58:54.777783000 CDT	0.153418000	17	192.168.62.121	32917		227.111.1.3	12345		1358
424	Apr 25, 2006 05:58:54.777966000 CDT	0.153601000	17	192.168.62.121	32920		227.111.1.4	12345		1358
425	Apr 25, 2006 05:58:54.777974000 CDT	0.153609000	6	10.100.100.100		2834	192.168.62.121		5901	60
426	Apr 25, 2006 05:58:54.778185000 CDT	0.153820000	17	192.168.62.121	32917		227.111.1.3	12345		1358
427	Apr 25, 2006 05:58:54.778397000 CDT	0.154032000	17	192.168.62.121	32921		227.111.1.5	12345		1358
428	Apr 25, 2006 05:58:54.778595000 CDT	0.154230000	17	192.168.62.121	32923		227.111.1.6	12345		1358
429	Apr 25, 2006 05:58:54.778781000 CDT	0.154416000	17	192.168.62.121	32920		227.111.1.4	12345		1358
430	Apr 25, 2006 05:58:54.778984000 CDT	0.154619000	17	192.168.62.121	32915		227.111.1.1	12345		1358
431	Apr 25, 2006 05:58:54.779173000 CDT	0.154808000	17	192.168.62.121	32917		227.111.1.3	12345		1358
432	Apr 25, 2006 05:58:54.779371000 CDT	0.155006000	17	192.168.62.121	32921		227.111.1.5	12345		1358
433	Apr 25, 2006 05:58:54.779576000 CDT	0.155211000	17	192.168.62.121	32923		227.111.1.6	12345		1358
434	Apr 25, 2006 05:58:54.779768000 CDT	0.155403000	17	192.168.62.121	32920		227.111.1.4	12345		1358
435	Apr 25, 2006 05:58:54.779980000 CDT	0.155615000	17	192.168.62.121	32916		227.111.1.2	12345		1358
436	Apr 25, 2006 05:58:54.780111000 CDT	0.155746000	17	192.168.62.121	32915		227.111.1.1	12345		1358
437	Apr 25, 2006 05:58:54.780266000 CDT	0.155901000	17	192.168.62.121	32917		227.111.1.3	12345		1358
438	Apr 25, 2006 05:58:54.780273000 CDT	0.155908000	6	192.168.62.121		5901	10.100.100.100		2834	60
439	Apr 25, 2006 05:58:54.780488000 CDT	0.156123000	17	192.168.62.121	32921		227.111.1.5	12345		1358
440	Apr 25, 2006 05:58:54.780693000 CDT	0.156328000	17	192.168.62.121	32923		227.111.1.6	12345		1358
441	Apr 25, 2006 05:58:54.780885000 CDT	0.156520000	17	192.168.62.121	32920		227.111.1.4	12345		1358
442	Apr 25, 2006 05:58:54.781066000 CDT	0.156701000	17	192.168.62.121	32915		227.111.1.1	12345		1358
443	Apr 25, 2006 05:58:54.781260000 CDT	0.156895000	17	192.168.62.121	32917		227.111.1.3	12345		1358
444	Apr 25, 2006 05:58:54.781267000 CDT	0.156902000	6	10.100.100.100		2834	192.168.62.121		5901	60
445	Apr 25, 2006 05:58:54.781474000 CDT	0.157109000	17	192.168.62.121	32921		227.111.1.5	12345		1358
446	Apr 25, 2006 05:58:54.781667000 CDT	0.157302000	17	192.168.62.121	32923		227.111.1.6	12345		1358
447	Apr 25, 2006 05:58:54.781844000 CDT	0.157479000	17	192.168.62.121	32920		227.111.1.4	12345		1358
